iter	RMSE
869	3.348097322
870	3.345382295
871	3.345230272
872	3.345125791
873	3.34267702
874	3.342424193
875	3.341596193
876	3.339158548
877	3.338677969
878	3.337543992
879	3.336650508
880	3.335323807
881	3.333540068
882	3.33144693
883	3.329904847
884	3.329473804
885	3.327997448
886	3.3234188
887	3.321378292
888	3.319989058
889	3.318825217
890	3.318224733
891	3.317183991
892	3.317003165
893	3.316962627
894	3.316894885
895	3.316429004
896	3.315018739
897	3.314069429
898	3.311210156
899	3.310931057
900	3.310813457
901	3.310725572
902	3.309960614
903	3.309488869
904	3.309400399
905	3.307825071
906	3.307752894
907	3.30741226
908	3.30712333
909	3.305681574
910	3.304499216
911	3.301757475
912	3.300117014
913	3.297621466
914	3.296380472
915	3.295138162
916	3.293694017
917	3.292812008
918	3.291172766
919	3.289751138
920	3.289222309
921	3.286074381
922	3.282064192
923	3.281336638
924	3.280396497
925	3.279010079
926	3.278942715
927	3.277672081
928	3.27562718
929	3.274197676
930	3.273336527
931	3.27258518
932	3.27034376
933	3.269579725
934	3.26897942
935	3.268665192
936	3.268401681
937	3.268269821
938	3.267951478
939	3.266862803
940	3.265839906
941	3.264951876
942	3.264357804
943	3.26256075
944	3.260177706
945	3.258250702
946	3.256617078
947	3.256098209
948	3.255883621
949	3.255522365
950	3.253580976
951	3.253152235
952	3.25287126
953	3.251151895
954	3.250062409
955	3.24995154
956	3.248499113
957	3.246776448
958	3.246588662
959	3.245722271
960	3.241650932
961	3.241574059
962	3.239496675
963	3.238121753
964	3.236375481
965	3.236193658
966	3.234997742
967	3.233894389
968	3.232532523
969	3.231475854
970	3.228358339
971	3.226073022
972	3.225140678
973	3.224999254
974	3.222450866
975	3.220019138
976	3.218719262
977	3.217025134
978	3.216309316
979	3.216106519
980	3.214894134
981	3.213571043
982	3.211344615
983	3.210625155
984	3.209500032
985	3.208168785
986	3.208080066
987	3.20582201
988	3.204761022
989	3.203999928
990	3.202802649
991	3.199948662
992	3.199293545
993	3.198431579
994	3.197688117
995	3.197000687
996	3.196503725
997	3.193659757
998	3.193155469
999	3.192244393
